feature,mean,sd
log_token_ratio,0.0013356674970403436,1.0393451114562384
header_density_diff,-0.006175419725030413,5.275213294782162
list_density_diff,-0.04070311115931866,18.69275839150841
bold_density_diff,0.055725680857629446,18.567395355832023
