subset,stage,variable,treated_mean,control_mean,smd
仅创意写作,before,ability_diff,0.3976045445189021,-0.40743812764797627,0.8794147731150783
仅创意写作,before,verbosity_diff,0.5231295422402922,-0.5360676183055921,1.248603500011381
仅创意写作,before,format_tendency_diff,0.500499714778654,-0.5128781083840617,1.175237073735018
仅创意写作,before,header_density_diff,0.10257720735022266,-0.10511415394585888,0.20879533414257018
仅创意写作,before,list_density_diff,0.1303516490214045,-0.13357551503182674,0.2662961683566997
仅创意写作,before,bold_density_diff,0.2561675771753312,-0.2625031314335834,0.5369290948561697
仅创意写作,before,complexity,0.37771520514883344,0.3557295960428689,0.045624414729005476
仅创意写作,before,creativity,0.7538213998390989,0.752679307502061,0.0026485928915918745
仅创意写作,before,domain_knowledge,0.35438455349959774,0.37386644682605114,-0.04048745307222066
仅创意写作,before,problem_solving,0.43000804505229284,0.41962077493816985,0.021010352389168884
仅创意写作,before,real_world,0.2248592115848753,0.22052761747732894,0.01040915173043805
仅创意写作,before,specificity,0.21359613837489944,0.21145919208573785,0.005222533775691491
仅创意写作,before,technical_accuracy,0.21962992759452937,0.22464962901896127,-0.012073505900217055
仅创意写作,after,user_tokens,0.002558902106676837,-0.10059282957056381,0.1104111584735558
仅创意写作,after,turns,0.020642542690058264,0.0011662352329632815,0.01839525070231532
仅创意写作,after,ability_diff,0.39073943842885106,0.376370344844388,0.015719012538427706
仅创意写作,after,verbosity_diff,0.5128738868145712,0.5335919940528382,-0.024282963022350376
仅创意写作,after,format_tendency_diff,0.48997711169629093,0.48755931984946965,0.002881244384816591
仅创意写作,after,header_density_diff,0.10177623342927591,0.058471084069214405,0.0465617402502315
仅创意写作,after,list_density_diff,0.12018657111905312,0.07953913860702085,0.043074759795189474
仅创意写作,after,bold_density_diff,0.24409889217413883,0.1937401449491491,0.04895559768302733
仅创意写作,after,complexity,0.377579927154998,0.349251315256981,0.058910947958118985
仅创意写作,after,creativity,0.7539457709429381,0.6798866855524079,0.16491906400181303
仅创意写作,after,domain_knowledge,0.35613112100364225,0.30149736948603806,0.11646941881348667
仅创意写作,after,problem_solving,0.43059490084985835,0.3261837312828814,0.21650164722005263
仅创意写作,after,real_world,0.22581950627276406,0.1837312828814245,0.10441917317795471
仅创意写作,after,specificity,0.21448806151355726,0.197895588830433,0.0410129531390863
仅创意写作,after,technical_accuracy,0.22096317280453256,0.24767300687980576,-0.06307716475621275
仅指令遵循,before,user_tokens,-0.022629629821003024,0.02251412719529715,-0.04516490452933895
仅指令遵循,before,turns,0.00947258082388855,-0.00942423235482275,0.018892123066682757
仅指令遵循,before,ability_diff,0.45420671098247756,-0.45188841995665413,1.0162644097546876
仅指令遵循,before,verbosity_diff,0.5732855855594751,-0.5703595107215194,1.39393536048605
仅指令遵循,before,format_tendency_diff,0.49796281785177765,-0.4954211937323928,1.1444289727187416
仅指令遵循,before,header_density_diff,-0.05275570730369508,0.052486439853774415,-0.10538276662565937
仅指令遵循,before,list_density_diff,-0.09466429541005764,0.09418112468358304,-0.18965848499981663
仅指令遵循,before,bold_density_diff,0.201037683692971,-0.20001157851511134,0.40936401555587354
仅指令遵循,before,complexity,0.6815311760063141,0.7161366313309776,-0.07547066133093457
仅指令遵循,before,creativity,0.8153117600631413,0.8107577542206518,0.011678323609283888
仅指令遵循,before,domain_knowledge,0.9340962904498816,0.934040047114252,0.00022659416671657768
仅指令遵循,before,problem_solving,0.9119968429360694,0.9163722025912838,-0.015618587881974691
仅指令遵循,before,real_world,0.808602999210734,0.8138987043580683,-0.013530946048115082
仅指令遵循,before,specificity,0.8697711128650355,0.878288182175108,-0.025665114067753028
仅指令遵循,before,technical_accuracy,0.7494080505130228,0.7565763643502159,-0.01661865788311407
仅指令遵循,after,user_tokens,-0.022073576086027183,-0.014388927211483623,-0.008983054688984691
仅指令遵循,after,turns,0.00933645814123598,0.040719422067242265,-0.029001725327464725
仅指令遵循,after,ability_diff,0.45176472794049194,0.454243494580245,-0.0027028626405037758
仅指令遵循,after,verbosity_diff,0.5699753692005392,0.5623756757125861,0.009147641392467062
仅指令遵循,after,format_tendency_diff,0.494009647157058,0.46077153903647,0.038605278681732
仅指令遵循,after,header_density_diff,-0.05268650595864651,0.025051861810619643,-0.07415558849784812
仅指令遵循,after,list_density_diff,-0.09608332229871859,-0.004524507294790093,-0.08756397577684359
仅指令遵循,after,bold_density_diff,0.1963656819953013,0.2254768718634523,-0.02995914759625288
仅指令遵循,after,complexity,0.6820877817319099,0.6207987346777383,0.12886111360594105
仅指令遵循,after,creativity,0.8149466192170819,0.7706603400553579,0.10941035919225649
仅指令遵循,after,domain_knowledge,0.9339659944642151,0.8861209964412812,0.16777476312035758
仅指令遵循,after,problem_solving,0.9118228548833531,0.8540925266903915,0.18027461897091113
仅指令遵循,after,real_world,0.8086200079082642,0.7330960854092526,0.18039282993588648
仅指令遵循,after,specificity,0.8699090549624358,0.8343218663503361,0.10035602714559093
仅指令遵循,after,technical_accuracy,0.7489126136812969,0.7066034005535785,0.09514129321801398
仅数学,before,user_tokens,-0.0021229895104383674,0.0021581383433926567,-0.004279162838257113
仅数学,before,turns,-0.005853391987751852,0.005950302451125114,-0.011790926218503636
仅数学,before,ability_diff,0.42219347681899777,-0.42918343504447787,0.9407255105072687
仅数学,before,verbosity_diff,0.5320925062598308,-0.5409019848402916,1.2711083838715347
仅数学,before,format_tendency_diff,0.5478772636060905,-0.5569480792287079,1.325099989782318
仅数学,before,header_density_diff,0.18575255837271878,-0.1888279318557108,0.3811846726675278
仅数学,before,list_density_diff,0.051274022131265494,-0.052122929782445336,0.10353414204340557
仅数学,before,bold_density_diff,0.18876813866921022,-0.1918934389783031,0.3876928867034807
仅数学,before,complexity,0.8653637350705755,0.8719646799116998,-0.019538465427692164
仅数学,before,creativity,0.18783930510314875,0.16556291390728478,0.05841344795533132
仅数学,before,domain_knowledge,0.9739413680781759,0.9729580573951435,0.00611480346421689
仅数学,before,problem_solving,0.756786102062975,0.7560706401766004,0.001666366411470336
仅数学,before,real_world,0.3973941368078176,0.37030905077262694,0.055700032670775765
仅数学,before,specificity,0.8056460369163952,0.7869757174392936,0.04635795571090032
仅数学,before,technical_accuracy,0.9087947882736156,0.9067328918322296,0.007123831758164798
仅数学,after,user_tokens,-0.001792261575485069,-0.05816840066678547,0.0738615403883351
仅数学,after,turns,-0.006250256373003526,-0.09257045683158131,0.11300409334617464
仅数学,after,ability_diff,0.41856853842304753,0.40278241862464026,0.01769506192262762
仅数学,after,verbosity_diff,0.525435536859422,0.53440463941669,-0.01071913804739528
仅数学,after,format_tendency_diff,0.5406238628346879,0.4906180944980352,0.06393525060832987
仅数学,after,header_density_diff,0.17662083579652627,0.2039567840062498,-0.027838101218316078
仅数学,after,list_density_diff,0.05268385786267368,0.046498479155139695,0.006221265476013863
仅数学,after,bold_density_diff,0.19428026610569255,0.001722572856666777,0.16310819439148877
仅数学,after,complexity,0.8647764449291166,0.8675027262813523,-0.008004527361687193
仅数学,after,creativity,0.188113413304253,0.1395856052344602,0.1313537858080971
仅数学,after,domain_knowledge,0.9738276990185387,0.9678298800436205,0.03563652437831242
仅数学,after,problem_solving,0.7579062159214831,0.677753544165758,0.17875657113850754
仅数学,after,real_world,0.3980370774263904,0.3211559432933479,0.16068103593592206
仅数学,after,specificity,0.8047982551799345,0.8342420937840785,-0.07659497326755073
仅数学,after,technical_accuracy,0.9094874591057798,0.9182115594329335,-0.031087692414978687
仅代码,before,user_tokens,-0.002027346741447664,0.002003558493591528,-0.0040283423875507665
仅代码,before,turns,0.012841939081023877,-0.012691255814285296,0.025524859150042867
仅代码,before,ability_diff,0.5035727955873256,-0.4976640310774677,1.1566029398203403
仅代码,before,verbosity_diff,0.6583187662430277,-0.6505942612732677,1.7310780337511864
仅代码,before,format_tendency_diff,0.5535459806896178,-0.5470508465720996,1.3180243793172222
仅代码,before,header_density_diff,0.02622147486458303,-0.025913800340792922,0.05215181460488343
仅代码,before,list_density_diff,-0.04748682670736659,0.046929631245671725,-0.09451387887284776
仅代码,before,bold_density_diff,0.22837335684793625,-0.22569369583811863,0.4661540035090799
仅代码,before,complexity,0.5920490928495198,0.6034278180619644,-0.02320513961808802
仅代码,before,creativity,0.5204108858057631,0.5260382333553065,-0.011266287528733333
仅代码,before,domain_knowledge,0.9487726787620064,0.9489782465392221,-0.0009332693066219638
仅代码,before,problem_solving,0.8175026680896478,0.8280817402768622,-0.02770600789458542
仅代码,before,real_world,0.798025613660619,0.8042188529993408,-0.015515280131746273
仅代码,before,specificity,0.8445837780149413,0.8500988793671721,-0.015333719933213063
仅代码,before,technical_accuracy,0.8717982924226254,0.8776532630191167,-0.017686670209267372
仅代码,after,user_tokens,-0.002027346741447664,0.030953738472767573,-0.03319539196050789
仅代码,after,turns,0.012841939081023877,-0.04029067031265957,0.05263136580691244
仅代码,after,ability_diff,0.5035727955873256,0.4708030719585157,0.03918156694371184
仅代码,after,verbosity_diff,0.6583187662430277,0.6647397826004565,-0.008468097102816432
仅代码,after,format_tendency_diff,0.5535459806896178,0.5506639229849993,0.0033335783431488776
仅代码,after,header_density_diff,0.02622147486458303,-0.039662211153342924,0.06943082312066663
仅代码,after,list_density_diff,-0.04748682670736659,0.011141458477532394,-0.060927595819978246
仅代码,after,bold_density_diff,0.22837335684793625,0.08422569015311179,0.15202615768876881
仅代码,after,complexity,0.5920490928495198,0.5797758804695837,0.02491727480632801
仅代码,after,creativity,0.5204108858057631,0.48665955176093917,0.06753833369514568
仅代码,after,domain_knowledge,0.9487726787620064,0.9047491995731056,0.16957263989675955
仅代码,after,problem_solving,0.8175026680896478,0.7572038420490929,0.14775692128821735
仅代码,after,real_world,0.798025613660619,0.7201173959445037,0.18292712894485244
仅代码,after,specificity,0.8445837780149413,0.8196371398078975,0.06677635567174244
仅代码,after,technical_accuracy,0.8717982924226254,0.8497865528281751,0.06361570657585525
创意+指令,before,user_tokens,-0.03606565297146658,0.03698015447312022,-0.07274019463662491
创意+指令,before,turns,0.010313945064977738,-0.010575471405769813,0.020869986401310187
创意+指令,before,ability_diff,0.3676239761580143,-0.37694566176582456,0.8018462800746592
创意+指令,before,verbosity_diff,0.48605482367045577,-0.4983795101660615,1.1304953197043126
创意+指令,before,format_tendency_diff,0.43514551923790873,-0.44617932004267347,0.9814447231090464
创意+指令,before,header_density_diff,-0.028977235657994305,0.029711999161208074,-0.058669527735036996
创意+指令,before,list_density_diff,-0.0012373343274369438,0.0012687088904147525,-0.002508431491979003
创意+指令,before,bold_density_diff,0.12961603865664273,-0.1329026577034039,0.2646658817383867
创意+指令,before,complexity,0.5795981452859351,0.6038034865293186,-0.04922236313722239
创意+指令,before,creativity,0.9768160741885626,0.9683042789223455,0.05208095216900843
创意+指令,before,domain_knowledge,0.7156105100463679,0.7274167987321711,-0.026320051997835017
创意+指令,before,problem_solving,0.7990726429675425,0.8082408874801902,-0.023063847967101404
创意+指令,before,real_world,0.5873261205564142,0.6275752773375595,-0.08242960559709184
创意+指令,before,specificity,0.642967542503864,0.6988906497622821,-0.11913479400570239
创意+指令,before,technical_accuracy,0.44976816074188564,0.4643423137876387,-0.029236640931718925
创意+指令,after,user_tokens,-0.03472026238689641,0.006026422991361183,-0.06820040666418006
创意+指令,after,turns,0.010773386073923218,0.033110717439474496,-0.020115802008634005
创意+指令,after,ability_diff,0.35986727311152683,0.373912111753149,-0.01481971957264321
创意+指令,after,verbosity_diff,0.4762861704422157,0.47909785390990256,-0.0032144388385968252
创意+指令,after,format_tendency_diff,0.4250320660113298,0.4484580691960312,-0.02655177470326969
创意+指令,after,header_density_diff,-0.031220171155197426,-0.032351562683232436,0.001291660352524339
创意+指令,after,list_density_diff,-0.0015793610099631122,0.024360181008847827,-0.028751806865092447
创意+指令,after,bold_density_diff,0.12119051876140381,0.07407772398165034,0.0481596324632004
创意+指令,after,complexity,0.583203732503888,0.6158631415241057,-0.06663797986091466
创意+指令,after,creativity,0.9766718506998445,0.9751166407465007,0.01013199332389643
创意+指令,after,domain_knowledge,0.71850699844479,0.687402799377916,0.06805464827548699
创意+指令,after,problem_solving,0.8009331259720062,0.7838258164852255,0.04215397948758182
创意+指令,after,real_world,0.5894245723172629,0.5738724727838258,0.03150678236081669
创意+指令,after,specificity,0.6469673405909798,0.6531881804043546,-0.01303322385219054
创意+指令,after,technical_accuracy,0.4494556765163297,0.4525660964230171,-0.006246083601506453
创意+代码,before,user_tokens,0.0011994719376979249,-0.0015296018288073914,0.0026578653628132206
创意+代码,before,turns,-0.04788166474710132,0.06106010458575297,-0.10691257930693002
创意+代码,before,ability_diff,0.36423751517117514,-0.464486372557737,0.902415674644266
创意+代码,before,verbosity_diff,0.4796988049747943,-0.611725999004554,1.2992047322682878
创意+代码,before,format_tendency_diff,0.3776817437077809,-0.4816308474805645,0.958791670454118
创意+代码,before,header_density_diff,0.06744384879716693,-0.08600637598904778,0.1537783331496135
创意+代码,before,list_density_diff,0.07948973679089197,-0.10136764599939435,0.176928725048919
创意+代码,before,bold_density_diff,0.2165373395186329,-0.27613477241366957,0.5105321104100791
创意+代码,before,complexity,0.4676258992805755,0.47706422018348627,-0.01882888058337407
创意+代码,before,creativity,0.8129496402877698,0.8073394495412844,0.014246519143491999
创意+代码,before,domain_knowledge,0.60431654676259,0.5504587155963303,0.10874314182788013
创意+代码,before,problem_solving,0.5467625899280576,0.48623853211009177,0.12083892011348871
创意+代码,before,real_world,0.460431654676259,0.4036697247706422,0.11430564441066703
创意+代码,before,specificity,0.4460431654676259,0.43119266055045874,0.029808043420631803
创意+代码,before,technical_accuracy,0.4316546762589928,0.41284403669724773,0.03793535705221717
创意+代码,after,user_tokens,0.022075428817863327,-0.17002666344415115,0.30559262117373626
创意+代码,after,turns,-0.01886650134014413,-0.05542034768667332,0.03675811309869737
创意+代码,after,ability_diff,0.2030766456397827,0.2601704309076424,-0.06321803708916356
创意+代码,after,verbosity_diff,0.2480421962377888,0.20355058422729652,0.06741368546899547
创意+代码,after,format_tendency_diff,0.1840890706884926,0.07760228861191769,0.1344681942309044
创意+代码,after,header_density_diff,0.06458687665443352,0.0926699824635326,-0.030255072788122176
创意+代码,after,list_density_diff,0.01415684380780961,-0.06561330230977126,0.07575486630551675
创意+代码,after,bold_density_diff,0.10250088032983092,0.12478605276915153,-0.023933283666143956
创意+代码,after,complexity,0.4576271186440678,0.5677966101694916,-0.22081933893610795
创意+代码,after,creativity,0.7966101694915254,0.8559322033898306,-0.15638881271165203
创意+代码,after,domain_knowledge,0.6016949152542372,0.5932203389830508,0.017207856494614863
创意+代码,after,problem_solving,0.5169491525423728,0.5423728813559322,-0.050737326552123485
创意+代码,after,real_world,0.4491525423728814,0.5084745762711864,-0.1184554579879584
创意+代码,after,specificity,0.423728813559322,0.4576271186440678,-0.06802859662716099
创意+代码,after,technical_accuracy,0.4067796610169492,0.4491525423728814,-0.08535380072686731
指令+数学,before,user_tokens,-0.008362071559245256,0.007863415915804044,-0.016249790782170783
指令+数学,before,turns,0.026401090940505953,-0.02482671395781501,0.05108723406389838
指令+数学,before,ability_diff,0.46895682977116476,-0.44099151423435223,1.0209799157482224
指令+数学,before,verbosity_diff,0.5788728095158606,-0.5443528713337221,1.3579934271004332
指令+数学,before,format_tendency_diff,0.5553963066426205,-0.5222763434024642,1.2805588372315815
指令+数学,before,header_density_diff,0.05520815798114927,-0.051915928376768845,0.107423674252548
指令+数学,before,list_density_diff,-0.0821021968611851,0.07720619429606858,-0.15959308806340833
指令+数学,before,bold_density_diff,0.15662467731310287,-0.14728467362011963,0.3064747933241732
指令+数学,before,complexity,0.9682926829268292,0.981651376146789,-0.08549365575305917
指令+数学,before,creativity,0.5097560975609756,0.5,0.019490950932046384
指令+数学,before,domain_knowledge,0.9853658536585366,0.9839449541284404,0.01154614574739273
指令+数学,before,problem_solving,0.9829268292682927,0.9885321100917431,-0.047217416851822104
指令+数学,before,real_world,0.6731707317073171,0.6674311926605505,0.012194864242335722
指令+数学,before,specificity,0.9634146341463414,0.9701834862385321,-0.037742722481910435
指令+数学,before,technical_accuracy,0.975609756097561,0.9724770642201835,0.019679418633414807
指令+数学,after,user_tokens,-0.006778362941660493,-0.0558362248573405,0.05792710317458722
指令+数学,after,turns,0.028367766114769162,-0.1387349304352929,0.19376030907041344
指令+数学,after,ability_diff,0.4631337472550965,0.4548881164197612,0.00931266564715396
指令+数学,after,verbosity_diff,0.5700909153189353,0.6147805208545855,-0.0549733775265902
指令+数学,after,format_tendency_diff,0.5494666729586748,0.6062485650079147,-0.07065835102905176
指令+数学,after,header_density_diff,0.0552612274109807,-0.11169640138135178,0.15550624921657297
指令+数学,after,list_density_diff,-0.08105212631737614,0.05300029065652022,-0.12938320491020877
指令+数学,after,bold_density_diff,0.1557925300017251,0.22130163296912028,-0.06416505791962182
指令+数学,after,complexity,0.9681372549019608,0.9901960784313726,-0.15471790508861535
指令+数学,after,creativity,0.5122549019607843,0.43137254901960786,0.16235731177833984
指令+数学,after,domain_knowledge,0.9852941176470589,0.9926470588235294,-0.07036061030096842
指令+数学,after,problem_solving,0.9828431372549019,0.9583333333333334,0.14526945991822962
指令+数学,after,real_world,0.6764705882352942,0.5759803921568627,0.20858131702440624
指令+数学,after,specificity,0.9632352941176471,0.9509803921568627,0.060437469602847134
指令+数学,after,technical_accuracy,0.9754901960784313,0.9877450980392157,-0.09121316625436944
指令+代码,before,user_tokens,-0.020170757422476104,0.01889513639971084,-0.03924119912995149
指令+代码,before,turns,0.023668334010334698,-0.02217152237331752,0.04564692176663975
指令+代码,before,ability_diff,0.4582702098278993,-0.42928869458186614,0.9904502909223118
指令+代码,before,verbosity_diff,0.5592573816530729,-0.5238893258963568,1.2880926530711918
指令+代码,before,format_tendency_diff,0.40087178664142953,-0.37552021120165535,0.8419312828469471
指令+代码,before,header_density_diff,-0.12277775116483503,0.1150131503006557,-0.23923387730823414
指令+代码,before,list_density_diff,-0.11256318371405097,0.1054445634001189,-0.2190408147358131
指令+代码,before,bold_density_diff,0.11244162170725121,-0.10533068910916413,0.21922639348890147
指令+代码,before,complexity,0.9057665260196905,0.9165568730786122,-0.037924239491764454
指令+代码,before,creativity,0.8452883263009845,0.8568291611769873,-0.0324121836807706
指令+代码,before,domain_knowledge,0.9849976558837318,0.9868247694334651,-0.015499727505715294
指令+代码,before,problem_solving,0.972808251289264,0.9705753184014053,0.013460665052050893
指令+代码,before,real_world,0.9521800281293952,0.9525691699604744,-0.0018267800305291466
指令+代码,before,specificity,0.9826535396155649,0.9749670619235836,0.05337923810663411
指令+代码,before,technical_accuracy,0.9653070792311299,0.9701361440491876,-0.02731955277378062
指令+代码,after,user_tokens,-0.018150032673334347,-0.0227417699581257,0.004491833376382218
指令+代码,after,turns,0.0065839813524137215,-0.06600182070787415,0.08338326138650519
指令+代码,after,ability_diff,0.4351217581136708,0.462620885867854,-0.030966096298369734
指令+代码,after,verbosity_diff,0.5333827127430163,0.5409187297280662,-0.009014906187432923
指令+代码,after,format_tendency_diff,0.38226327200233784,0.37969494919519153,0.002742830601997687
指令+代码,after,header_density_diff,-0.10896246308446897,-0.07680876198255238,-0.03559317498190198
指令+代码,after,list_density_diff,-0.08096782444513599,-0.05535876353610119,-0.027523630187286346
指令+代码,after,bold_density_diff,0.09729069748196569,0.04168627769289209,0.058311194460945875
指令+代码,after,complexity,0.9080514530728918,0.9237732253454026,-0.05666034683216212
指令+代码,after,creativity,0.8446879466412578,0.8380181038589805,0.018252618888426813
指令+代码,after,domain_knowledge,0.985707479752263,0.9909480705097665,-0.04879538235873017
指令+代码,after,problem_solving,0.9733206288708909,0.9747498808956646,-0.008985253899941332
指令+代码,after,real_world,0.9537875178656503,0.957122439256789,-0.016161870046612986
指令+代码,after,specificity,0.9828489757027156,0.9866603144354454,-0.031102393786621618
指令+代码,after,technical_accuracy,0.9671272034302049,0.9623630300142926,0.0258288089228099
数学+代码,before,user_tokens,-0.04595713718679131,0.0443992681296119,-0.09069612973061567
数学+代码,before,turns,-0.009121777416370568,0.008812564622595274,-0.01793698265692254
数学+代码,before,ability_diff,0.4414002181719787,-0.4264374989119116,0.9624016382089176
数学+代码,before,verbosity_diff,0.6288064268899937,-0.6074909547920279,1.5735804482856894
数学+代码,before,format_tendency_diff,0.5330065459260706,-0.5149385274201019,1.2310271647997868
数学+代码,before,header_density_diff,0.0027282781802022665,-0.0026357941740937432,0.005364144596975266
数学+代码,before,list_density_diff,-0.01450666300621887,0.01401491171787248,-0.02850511224217531
数学+代码,before,bold_density_diff,0.16722790483259287,-0.16155916229589481,0.3329556475137444
数学+代码,before,complexity,0.9320175438596491,0.9385593220338984,-0.02656448779332845
数学+代码,before,creativity,0.27631578947368424,0.3050847457627119,-0.06331930057052981
数学+代码,before,domain_knowledge,0.9714912280701754,0.989406779661017,-0.1295304438674732
数学+代码,before,problem_solving,0.8859649122807017,0.8983050847457628,-0.0397450040833644
数学+代码,before,real_world,0.6535087719298246,0.6610169491525424,-0.015802627156256313
数学+代码,before,specificity,0.9100877192982456,0.9173728813559322,-0.025922009803488813
数学+代码,before,technical_accuracy,0.9627192982456141,0.9703389830508474,-0.04232763717475014
数学+代码,after,user_tokens,-0.04595713718679131,-0.04234792303065885,-0.005307605967885122
数学+代码,after,turns,-0.009121777416370568,-0.14373546307570903,0.159567362319875
数学+代码,after,ability_diff,0.4414002181719787,0.5143975034929875,-0.08532681541517431
数学+代码,after,verbosity_diff,0.6288064268899937,0.6218170556861278,0.009304501091140416
数学+代码,after,format_tendency_diff,0.5330065459260706,0.505290373157476,0.03538732648513856
数学+代码,after,header_density_diff,0.0027282781802022665,0.012077218121119976,-0.01051680470622117
数学+代码,after,list_density_diff,-0.01450666300621887,-0.1211596817328063,0.1098673197070181
数学+代码,after,bold_density_diff,0.16722790483259287,-0.04090415128175197,0.23048048636467583
数学+代码,after,complexity,0.9320175438596491,0.8552631578947368,0.2506385109845468
数学+代码,after,creativity,0.27631578947368424,0.2675438596491228,0.019693571473398393
数学+代码,after,domain_knowledge,0.9714912280701754,0.9429824561403509,0.14110348595947494
数学+代码,after,problem_solving,0.8859649122807017,0.8070175438596491,0.22009120132808438
数学+代码,after,real_world,0.6535087719298246,0.5921052631578947,0.1268034177502829
