model_name,DoF,chi2,chi2 p-value,CFI,TLI,GFI,AGFI,NFI,RMSEA,AIC,BIC
主模型,136.0,232.357744585126,5.106912999153224e-07,0.9998473769148908,0.9997688209152021,0.9996320836632301,0.9994427149604809,0.99963208366323,0.0029953359546022774,111.74762004226126,798.2325451666417
扩展模型,136.0,149.63340947028232,0.20027352067198667,0.9999785730911497,0.9999643935191163,0.9997649125828554,0.999609340027392,0.9997649125828554,0.001126690067878921,183.46508610396518,1064.7633007906697
