feature,mean,sd
log_token_ratio,0.746268608411341,0.6496111554290823
header_density_diff,3.2077973717322967,4.06746565187171
list_density_diff,11.645804455176256,13.654445337817526
bold_density_diff,12.418756054315832,13.338683310193543
