0,1,2,3,4,5,6
4.3316147326043295e-05,7.470959962819048e-06,1.2379888848432897e-05,-1.3392662550651721e-06,1.5822147644696078e-06,1.235642079307477e-06,5.790785599873205e-06
7.470959962819048e-06,7.591317955668184e-05,1.6458357628067504e-05,1.7053427923544348e-06,-1.798532544654257e-06,5.899636491876433e-07,3.7442229415366248e-06
1.2379888848432897e-05,1.6458357628067504e-05,0.00010223668616678892,2.6091263899306025e-06,1.6350028654463446e-06,-1.1192885196089621e-05,9.659110952282938e-06
-1.3392662550651721e-06,1.7053427923544348e-06,2.6091263899306025e-06,0.0001294519525393202,-8.515500387013545e-06,-2.37131480488639e-05,-2.332179666795682e-05
1.5822147644696078e-06,-1.798532544654257e-06,1.6350028654463446e-06,-8.515500387013545e-06,0.00010768523181253229,-2.4634814119501778e-05,-8.23829147318512e-06
1.235642079307477e-06,5.899636491876433e-07,-1.1192885196089621e-05,-2.37131480488639e-05,-2.4634814119501778e-05,0.00016127030574886723,-1.5962023462382245e-05
5.790785599873205e-06,3.7442229415366248e-06,9.659110952282938e-06,-2.332179666795682e-05,-8.23829147318512e-06,-1.5962023462382245e-05,0.00030060096772627074
